Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,T:\Data\Islet\N1\Islet_Pooled_P6_tech1_150ng_12-24-2021_Slot2-51_2375.d
Q9H0H0,Q9H0H0,,INTS2,,
Q9H0J9,Q9H0J9,,PARP12,,4102.05
Q9H0K1,Q9H0K1,,SIK2,,1365.25
Q9H0L4,Q9H0L4,,CSTF2T,,7466.17
Q9H0N5,Q9H0N5,,PCBD2,,12942.8
Q9H0P0,Q9H0P0,,NT5C3A,,13637.6
Q9H0R1,Q9H0R1,,AP5M1,,1522.5
Q9H0R3,Q9H0R3,,TMEM222,,714.408
Q9H0R4,Q9H0R4,,HDHD2,,46208
Q9H0R6,Q9H0R6,,QRSL1,,3387.36
Q9H0R8,Q9H0R8,,GABARAPL1,,2740.75
Q9H0S4,Q9H0S4,,DDX47,,6085.98
Q9H0T7,Q9H0T7,,RAB17,,849.816
Q9H0U3,Q9H0U3,,MAGT1,,24558.3
Q9H0U4,Q9H0U4,,RAB1B,,64702
Q9H0U6,Q9H0U6,,MRPL18,,10941.6
Q9H0U9,Q9H0U9,,TSPYL1,,2389.41
Q9H0V1,Q9H0V1,,TMEM168,,602.711
Q9H0V9,Q9H0V9,,LMAN2L,,3917.47
Q9H0W5,Q9H0W5,,CCDC8,,208.045
Q9H0W8,Q9H0W8,,SMG9,,1419.05
Q9H0W9,Q9H0W9,,C11orf54,,23600.5
Q9H0X4,Q9H0X4,,FAM234A,,1483.13
Q9H115,Q9H115,,NAPB,,9535.73
Q9H147,Q9H147,,DNTTIP1,,1577.61
Q9H173,Q9H173,,SIL1,,17458.6
Q9H1A4,Q9H1A4,,ANAPC1,,2479.55
Q9H1B5,Q9H1B5,,XYLT2,,2132.66
Q9H1B7,Q9H1B7,,IRF2BPL,,16454.9
Q9H1C3,Q9H1C3,,GLT8D2,,9613.19
Q9H1C7,Q9H1C7,,CYSTM1,,5254.12
Q9H1D9,Q9H1D9,,POLR3F,,5444.52
Q9H1E3,Q9H1E3,,NUCKS1,,99761
Q9H1E5,Q9H1E5,,TMX4,,9464.17
Q9H1H9,Q9H1H9,,KIF13A,,3140.15
Q9H1I8,Q9H1I8,,ASCC2,,5063.38
Q9H1K0,Q9H1K0,,RBSN,,2064.38
Q9H1K1,Q9H1K1,,ISCU,,4072.14
Q9H1N7,Q9H1N7,,SLC35B3,,
Q9H1P3,Q9H1P3,,OSBPL2,,2059.31
Q9H1V8,Q9H1V8,,SLC6A17,,8260.76
Q9H1X3,Q9H1X3,,DNAJC25,,1911.25
Q9H1Y0,Q9H1Y0,,ATG5,,4396.19
Q9H1Z4,Q9H1Z4,,WDR13,,12878.4
Q9H201,Q9H201,,EPN3,,382.766
Q9H204,Q9H204,,MED28,,1625.83
Q9H223,Q9H223,,EHD4,,40042.7
Q9H254,Q9H254,,SPTBN4,,1127.38
Q9H267,Q9H267,,VPS33B,,6537.7
Q9H269,Q9H269,,VPS16,,5015.03
Q9H270,Q9H270,,VPS11,,10071
Q9H299,Q9H299,,SH3BGRL3,,51106.9
Q9H2C0,Q9H2C0,,GAN,,1326.59
Q9H2D1,Q9H2D1,,SLC25A32,,752.99
Q9H2D6,Q9H2D6,,TRIOBP,,4560.87
Q9H2F3,Q9H2F3,,HSD3B7,,
Q9H2F5,Q9H2F5,,EPC1,,152.023
Q9H2G2,Q9H2G2,,SLK,,17848.1
Q9H2H8,Q9H2H8,,PPIL3,,13002.4
Q9H2J4,Q9H2J4,,PDCL3,,2485.25
Q9H2K0,Q9H2K0,,MTIF3,,5801.33
Q9H2K8,Q9H2K8,,TAOK3,,5480.61
Q9H2L5,Q9H2L5,,RASSF4,,1849.54
Q9H2M9,Q9H2M9,,RAB3GAP2,,9789.1
Q9H2P0,Q9H2P0,,ADNP,,6499.26
Q9H2P9,Q9H2P9,,DPH5,,1221.94
Q9H2U1,Q9H2U1,,DHX36,,5821.16
Q9H2U2,Q9H2U2,,PPA2,,31383.6
Q9H2V7,Q9H2V7,,SPNS1,,7000.15
Q9H2W6,Q9H2W6,,MRPL46,,14186.7
Q9H300,Q9H300,,PARL,,
Q9H307,Q9H307,,PNN,,17858.2
Q9H313,Q9H313,,TTYH1,,
Q9H329,Q9H329,,EPB41L4B,,
Q9H330,Q9H330,,TMEM245,,7562.57
Q9H334,Q9H334,,FOXP1,,2272.27
Q9H3G5,Q9H3G5,,CPVL,,5943.02
Q9H3H1,Q9H3H1,,TRIT1,,2366.2
Q9H3H3,Q9H3H3,,C11orf68,,6821.15
Q9H3H5,Q9H3H5,,DPAGT1,,
Q9H3K2,Q9H3K2,,GHITM,,19810.5
Q9H3K6,Q9H3K6,,BOLA2,,16461.2
Q9H3M7,Q9H3M7,,TXNIP,,295.001
Q9H3N1,Q9H3N1,,TMX1,,70559.7
Q9H3P2,Q9H3P2,,NELFA,,6986.59
Q9H3P7,Q9H3P7,,ACBD3,,18765.3
Q9H3Q1,Q9H3Q1,,CDC42EP4,,7767.73
Q9H3R2,Q9H3R2,,MUC13,,5877.95
Q9H3S4,Q9H3S4,,TPK1,,2854.07
Q9H3S5,Q9H3S5,,PIGM,,1193.78
Q9H3S7,Q9H3S7,,PTPN23,,17924.2
Q9H3U1,Q9H3U1,,UNC45A,,8124.22
Q9H3U5,Q9H3U5,,MFSD1,,2474.12
Q9H3Y8,Q9H3Y8,,PPDPF,,1760.34
Q9H3Z4,Q9H3Z4,,DNAJC5,,28441
Q9H410,Q9H410,,DSN1,,
Q9H425,Q9H425,,C1orf198,,2152.02
Q9H444,Q9H444,,CHMP4B,,23144.8
Q9H446,Q9H446,,RWDD1,,3411.96
Q9H469,Q9H469,,FBXL15,,1150.76
Q9H477,Q9H477,,RBKS,,9474.53
Q9H479,Q9H479,,FN3K,,14047.2
Q9H488,Q9H488,,POFUT1,,8297.37
Q9H492,Q9H492,,MAP1LC3A,,2012.79
Q9H497,Q9H497,,TOR3A,,
Q9H4A3,Q9H4A3,,WNK1,,9822
Q9H4A4,Q9H4A4,,RNPEP,,25089.6
Q9H4A5,Q9H4A5,,GOLPH3L,,13732.4
Q9H4A6,Q9H4A6,,GOLPH3,,9257.81
Q9H4B0,Q9H4B0,,OSGEPL1,,1209.82
Q9H4E7,Q9H4E7,,DEF6,,1641.86
Q9H4F8,Q9H4F8,,SMOC1,,1350.67
Q9H4G0,Q9H4G0,,EPB41L1,,19803.8
Q9H4G4,Q9H4G4,,GLIPR2,,5397.86
Q9H4I2,Q9H4I2,,ZHX3,,621.213
Q9H4I3,Q9H4I3,,TRABD,,4282.39
Q9H4I9,Q9H4I9,,SMDT1,,5274.69
Q9H4L4,Q9H4L4,,SENP3,,3104.9
Q9H4L7,Q9H4L7,,SMARCAD1,,1550.93
Q9H4M9,Q9H4M9,,EHD1,,19665
Q9H4W6,Q9H4W6,,EBF3,,
Q9H4Z3,Q9H4Z3,,PCIF1,,6888.33
Q9H501,Q9H501,,ESF1,,49.6589
Q9H553,Q9H553,,ALG2,,21790.7
Q9H582,Q9H582,,ZNF644,,
Q9H583,Q9H583,,HEATR1,,7063.97
Q9H5H4,Q9H5H4,,ZNF768,,1952.92
Q9H5N1,Q9H5N1,,RABEP2,,7775.74
Q9H5Q4,Q9H5Q4,,TFB2M,,3453.82
Q9H5V8,Q9H5V8,,CDCP1,,6357.78
Q9H5V9,Q9H5V9,,CXorf56,,2492.3
Q9H5X1,Q9H5X1,,CIAO2A,,5054.5
Q9H5Z1,Q9H5Z1,,DHX35,,1354.99
Q9H6E4,Q9H6E4,,CCDC134,,1163.09
Q9H6E5,Q9H6E5,,TUT1,,
Q9H6F5,Q9H6F5,,CCDC86,,12707.3
Q9H6H4,Q9H6H4,,REEP4,,1073.15
Q9H6K4,Q9H6K4,,OPA3,,8755.76
Q9H6K5,Q9H6K5,,PRR36,,3973.39
Q9H6L2,Q9H6L2,,TMEM231,,941.149
Q9H6Q4,Q9H6Q4,,CIAO3,,3853.7
Q9H6R0,Q9H6R0,,DHX33,,1343.53
Q9H6R3,Q9H6R3,,ACSS3,,
Q9H6R4,Q9H6R4,,NOL6,,3063.01
Q9H6S0,Q9H6S0,,YTHDC2,,5294.46
Q9H6S1,Q9H6S1,,AZI2,,5800.2
Q9H6S3,Q9H6S3,,EPS8L2,,12449.5
Q9H6T0,Q9H6T0,,ESRP2,,1699.23
Q9H6T3,Q9H6T3,,RPAP3,,2391.2
Q9H6U6,Q9H6U6,,BCAS3,,1833.73
Q9H6U8,Q9H6U8,,ALG9,,10525.3
Q9H6V9,Q9H6V9,,LDAH,,10154.1
Q9H6W3,Q9H6W3,,RIOX1,,4917.32
Q9H6Y2,Q9H6Y2,,WDR55,,
Q9H6Z4,Q9H6Z4,,RANBP3,,11985.2
Q9H706,Q9H706,,GAREM1,,
Q9H773,Q9H773,,DCTPP1,,1443.78
Q9H788,Q9H788,,SH2D4A,,180.283
Q9H7B2,Q9H7B2,,RPF2,,4592.14
Q9H7B4,Q9H7B4,,SMYD3,,
Q9H7C9,Q9H7C9,,AAMDC,,5513.01
Q9H7D7,Q9H7D7,,WDR26,,3541.78
Q9H7E2,Q9H7E2,,TDRD3,,2056.92
Q9H7E9,Q9H7E9,,C8orf33,,2833.72
Q9H7H0,Q9H7H0,,METTL17,,1808.13
Q9H7J1,Q9H7J1,,PPP1R3E,,3579.27
Q9H7L9,Q9H7L9,,SUDS3,,6390.45
Q9H7N4,Q9H7N4,,SCAF1,,1989.71
Q9H7X7,Q9H7X7,,IFT22,,557.005
Q9H7Z3,Q9H7Z3,,NRDE2,,1446.57
Q9H7Z6,Q9H7Z6,,KAT8,,4522.71
Q9H7Z7,Q9H7Z7,,PTGES2,,16102.3
Q9H814,Q9H814,,PHAX,,4417.42
Q9H832,Q9H832,,UBE2Z,,13416.1
Q9H845,Q9H845,,ACAD9,,18919.4
Q9H857,Q9H857,,NT5DC2,,10856.7
Q9H869,Q9H869,,YY1AP1,,337.646
Q9H875,Q9H875,,PRKRIP1,,3306.1
Q9H8E8,Q9H8E8,,KAT14,,1316.96
Q9H8G2,Q9H8G2,,CAAP1,,1753.54
Q9H8H0,Q9H8H0,,NOL11,,4476.12
Q9H8H2,Q9H8H2,,DDX31,,914.732
Q9H8H3,Q9H8H3,,METTL7A,,24124.6
Q9H8J5,Q9H8J5,,MANSC1,,
Q9H8M1,Q9H8M1,,COQ10B,,
Q9H8M2,Q9H8M2,,BRD9,,1374.88
Q9H8M5,Q9H8M5,,CNNM2,,424.536
Q9H8M7,Q9H8M7,,MINDY3,,
Q9H8T0,Q9H8T0,,AKTIP,,583.472
Q9H8W4,Q9H8W4,,PLEKHF2,,2121.66
Q9H8Y5,Q9H8Y5,,ANKZF1,,3686.52
Q9H8Y8,Q9H8Y8,,GORASP2,,36985.6
Q9H910,Q9H910,,JPT2,,9790.67
Q9H920,Q9H920,,RNF121,,
Q9H936,Q9H936,,SLC25A22,,43079
Q9H944,Q9H944,,MED20,,593.155
Q9H972,Q9H972,,C14orf93,,
Q9H974,Q9H974,,QTRT2,,3658.81
Q9H977,Q9H977,,WDR54,,
Q9H981,Q9H981,,ACTR8,,841.758
Q9H993,Q9H993,,ARMT1,,8348.14
Q9H9A5,Q9H9A5,,CNOT10,,2682.66
Q9H9A6,Q9H9A6,,LRRC40,,3590.91
Q9H9B1,Q9H9B1,,EHMT1,,1130.94
Q9H9B4,Q9H9B4,,SFXN1,,60252.1
Q9H9C1,Q9H9C1,,VIPAS39,,3199.51
Q9H9E3,Q9H9E3,,COG4,,8159.88
Q9H9F9,Q9H9F9,,ACTR5,,1215.59
Q9H9G7,Q9H9G7,,AGO3,,8078.72
Q9H9H4,Q9H9H4,,VPS37B,,3385.36
Q9H9J2,Q9H9J2,,MRPL44,,9218.38
Q9H9P8,Q9H9P8,,L2HGDH,,3511.23
Q9H9Q2,Q9H9Q2,,COPS7B,,8963.15
Q9H9Q4,Q9H9Q4,,NHEJ1,,334.022
Q9H9S4,Q9H9S4,,CAB39L,,8185.73
Q9H9S5,Q9H9S5,,FKRP,,4564.06
Q9H9T3,Q9H9T3,,ELP3,,16106
Q9H9Y2,Q9H9Y2,,RPF1,,
Q9H9Y4,Q9H9Y4,,GPN2,,280.169
Q9H9Y6,Q9H9Y6,,POLR1B,,2420.22
Q9HA47,Q9HA47,,UCK1,,
Q9HA64,Q9HA64,,FN3KRP,,6821.57
Q9HA65,Q9HA65,,TBC1D17,,10517.9
Q9HA77,Q9HA77,,CARS2,,9598.9
Q9HA82,Q9HA82,,CERS4,,8331.08
Q9HAB8,Q9HAB8,,PPCS,,26153
Q9HAD4,Q9HAD4,,WDR41,,
Q9HAF1,Q9HAF1,,MEAF6,,2504.35
Q9HAH7,Q9HAH7,,FBRS,,
Q9HAJ7,Q9HAJ7,,SAP30L,,4572.76
Q9HAN9,Q9HAN9,,NMNAT1,,5244.86
Q9HAP6,Q9HAP6,,LIN7B,,13898.9
Q9HAS0,Q9HAS0,,C17orf75,,22077.8
Q9HAT2,Q9HAT2,,SIAE,,2969.26
Q9HAU0,Q9HAU0,,PLEKHA5,,2702.16
Q9HAU5,Q9HAU5,,UPF2,,4203.52
Q9HAV0,Q9HAV0,,GNB4,,
Q9HAV4,Q9HAV4,,XPO5,,3072.92
Q9HAV7,Q9HAV7,,GRPEL1,,34698.7
Q9HAY6,Q9HAY6,,BCO1,,249.63
Q9HB07,Q9HB07,,MYG1,,20648.6
Q9HB19,Q9HB19,,PLEKHA2,,
Q9HB21,Q9HB21,,PLEKHA1,,3227.49
Q9HB40,Q9HB40,,SCPEP1,,4151.49
Q9HB58,Q9HB58,,SP110,,450.631
Q9HB71,Q9HB71,,CACYBP,,18041.4
Q9HB90,Q9HB90,,RRAGC,,7469.19
Q9HBE1,Q9HBE1,,PATZ1,,624.965
Q9HBG6,Q9HBG6,,IFT122,,2058.22
Q9HBH1,Q9HBH1,,PDF,,6558.71
Q9HBH5,Q9HBH5,,RDH14,,14366.3
Q9HBI1,Q9HBI1,,PARVB,,849.944
Q9HBI6,Q9HBI6,,CYP4F11,,
Q9HBJ8,Q9HBJ8,,CLTRN,,541.112
Q9HBK9,Q9HBK9,,AS3MT,,2058.08
Q9HBL0,Q9HBL0,,TNS1,,16430.6
Q9HBL7,Q9HBL7,,PLGRKT,,17343.9
Q9HBL8,Q9HBL8,,NMRAL1,,9590.66
Q9HBM0,Q9HBM0,,VEZT,,461.79
Q9HBM6,Q9HBM6,,TAF9B,,939.961
Q9HBR0,Q9HBR0,,SLC38A10,,14082.7
Q9HBY8,Q9HBY8,,SGK2,,
Q9HC07,Q9HC07,,TMEM165,,11406.7
Q9HC21,Q9HC21,,SLC25A19,,2192.29
Q9HC35,Q9HC35,,EML4,,37510
Q9HC36,Q9HC36,,MRM3,,4662.07
Q9HC38,Q9HC38,,GLOD4,,62294
Q9HC52,Q9HC52,,CBX8,,5478.52
Q9HC78,Q9HC78,,ZBTB20,,1186.55
Q9HCB6,Q9HCB6,,SPON1,,
Q9HCC0,Q9HCC0,,MCCC2,,39854.6
Q9HCD5,Q9HCD5,,NCOA5,,18724.2
Q9HCD6,Q9HCD6,,TANC2,,1819.11
Q9HCE1,Q9HCE1,,MOV10,,15362.7
Q9HCE3,Q9HCE3,,ZNF532,,
Q9HCE5,Q9HCE5,,METTL14,,2379.19
Q9HCE6,Q9HCE6,,ARHGEF10L,,6487.66
Q9HCE9,Q9HCE9,,ANO8,,685.27
Q9HCF6,Q9HCF6,,TRPM3,,2959.88
Q9HCG7,Q9HCG7,,GBA2,,
Q9HCG8,Q9HCG8,,CWC22,,1159.48
Q9HCJ0,Q9HCJ0,,TNRC6C,,
Q9HCJ1,Q9HCJ1,,ANKH,,2663.35
Q9HCJ3,Q9HCJ3,,RAVER2,,5363.54
Q9HCJ6,Q9HCJ6,,VAT1L,,21460.2
Q9HCK1,Q9HCK1,,ZDBF2,,
Q9HCK8,Q9HCK8,,CHD8,,3025.99
Q9HCL2,Q9HCL2,,GPAM,,
Q9HCM3,Q9HCM3,,KIAA1549,,
Q9HCM4,Q9HCM4,,EPB41L5,,3751.23
Q9HCN4,Q9HCN4,,GPN1,,4499.85
Q9HCN8,Q9HCN8,,SDF2L1,,22648.4
Q9HCP0,Q9HCP0,,CSNK1G1,,
Q9HCP6,Q9HCP6,,HHATL,,6284.29
Q9HCR9,Q9HCR9,,PDE11A,,331.37
Q9HCS7,Q9HCS7,,XAB2,,7506.21
Q9HCU4,Q9HCU4,,CELSR2,,
Q9HCU5,Q9HCU5,,PREB,,29796.7
Q9HCY8,Q9HCY8,,S100A14,,683.178
Q9HD15,Q9HD15,,SRA1,,4168.05
Q9HD20,Q9HD20,,ATP13A1,,11739.8
Q9HD26,Q9HD26,,GOPC,,7210.29
Q9HD33,Q9HD33,,MRPL47,,14859.9
Q9HD34,Q9HD34,,LYRM4,,6624.71
Q9HD40,Q9HD40,,SEPSECS,,3589.63
Q9HD42,Q9HD42,,CHMP1A,,12268.7
Q9HD45,Q9HD45,,TM9SF3,,22338.7
Q9HDC5,Q9HDC5,,JPH1,,1394.2
Q9HDC9,Q9HDC9,,APMAP,,62261.8
Q9NNW5,Q9NNW5,,WDR6,,4689.66
Q9NNW7,Q9NNW7,,TXNRD2,,10229
Q9NNX1,Q9NNX1,,TUFT1,,254.185
Q9NP58,Q9NP58,,ABCB6,,2542.57
Q9NP61,Q9NP61,,ARFGAP3,,31421.1
Q9NP64,Q9NP64,,ZCCHC17,,481.964
Q9NP66,Q9NP66,,HMG20A,,6308.61
Q9NP71,Q9NP71,,MLXIPL,,3642.65
Q9NP72,Q9NP72,,RAB18,,13171.9
Q9NP73,Q9NP73,,ALG13,,3903.55
Q9NP74,Q9NP74,,PALMD,,2649.98
Q9NP77,Q9NP77,,SSU72,,8858.06
Q9NP78,Q9NP78,,ABCB9,,
Q9NP79,Q9NP79,,VTA1,,12392.2
Q9NP80,Q9NP80,,PNPLA8,,6218.24
Q9NP81,Q9NP81,,SARS2,,11758
Q9NP92,Q9NP92,,MRPS30,,7909.96
Q9NP97,Q9NP97,,DYNLRB1,,48552.9
Q9NPA0,Q9NPA0,,EMC7,,6474.74
Q9NPA8,Q9NPA8,,ENY2,,8571.07
Q9NPB6,Q9NPB6,,PARD6A,,
Q9NPB8,Q9NPB8,,GPCPD1,,
Q9NPD3,Q9NPD3,,EXOSC4,,4817.37
Q9NPE3,Q9NPE3,,NOP10,,6857.37
Q9NPF4,Q9NPF4,,OSGEP,,13973.5
Q9NPF5,Q9NPF5,,DMAP1,,5660.4
Q9NPH0,Q9NPH0,,ACP6,,8983.03
Q9NPH2,Q9NPH2,,ISYNA1,,26344.5
Q9NPI1,Q9NPI1,,BRD7,,
Q9NPI6,Q9NPI6,,DCP1A,,3597.27
Q9NPJ3,Q9NPJ3,,ACOT13,,42407.1
Q9NPJ6,Q9NPJ6,,MED4,,1556.89
Q9NPL8,Q9NPL8,,TIMMDC1,,4187.77
Q9NPQ8,Q9NPQ8,,RIC8A,,10741.2
Q9NPR9,Q9NPR9,,GPR108,,
Q9NQ29,Q9NQ29,,LUC7L,,5932.8
Q9NQ34,Q9NQ34,,TMEM9B,,3015.31
Q9NQ48,Q9NQ48,,LZTFL1,,21874.3
Q9NQ50,Q9NQ50,,MRPL40,,6780.46
Q9NQ55,Q9NQ55,,PPAN,,1065.78
Q9NQ66,Q9NQ66,,PLCB1,,1162.32
Q9NQ84,Q9NQ84,,GPRC5C,,3303.12
Q9NQ88,Q9NQ88,,TIGAR,,3716.12
Q9NQ89,Q9NQ89,,C12orf4,,767.252
Q9NQ94,Q9NQ94,,A1CF,,10166.4
Q9NQA3,Q9NQA3,,WASH6P,,1925.81
Q9NQC1,Q9NQC1,,JADE2,,1311.07
Q9NQC3,Q9NQC3,,RTN4,,35633.8
Q9NQC7,Q9NQC7,,CYLD,,2385.06
Q9NQC8,Q9NQC8,,IFT46,,3195.08
Q9NQE9,Q9NQE9,,HINT3,,7283.61
Q9NQG5,Q9NQG5,,RPRD1B,,21145.4
Q9NQG6,Q9NQG6,,MIEF1,,3331.79
Q9NQH7,Q9NQH7,,XPNPEP3,,3396.61
Q9NQP4,Q9NQP4,,PFDN4,,9232.78
Q9NQQ7,Q9NQQ7,,SLC35C2,,
Q9NQR4,Q9NQR4,,NIT2,,17355.9
Q9NQR9,Q9NQR9,,G6PC2,,4854.95
Q9NQS3,Q9NQS3,,NECTIN3,,394.637
Q9NQT4,Q9NQT4,,EXOSC5,,3764.71
Q9NQT5,Q9NQT5,,EXOSC3,,5957.22
Q9NQT8,Q9NQT8,,KIF13B,,15059
Q9NQW7,Q9NQW7,,XPNPEP1,,40069.7
Q9NQX3,Q9NQX3,,GPHN,,12138.6
Q9NQX4,Q9NQX4,,MYO5C,,4399.33
Q9NQX5,Q9NQX5,,NPDC1,,8578.71
Q9NQX7,Q9NQX7,,ITM2C,,1766.22
Q9NQY0,Q9NQY0,,BIN3,,1881.06
Q9NQZ2,Q9NQZ2,,UTP3,,4030
Q9NQZ5,Q9NQZ5,,STARD7,,1825.07
Q9NR09,Q9NR09,,BIRC6,,2267.53
Q9NR12,Q9NR12,,PDLIM7,,5595.33
Q9NR19,Q9NR19,,ACSS2,,8392.33
Q9NR28,Q9NR28,,DIABLO,,44609.3
Q9NR30,Q9NR30,,DDX21,,18534.1
Q9NR31,Q9NR31,,SAR1A,,76361.1
Q9NR34,Q9NR34,,MAN1C1,,9128.74
Q9NR45,Q9NR45,,NANS,,73970
Q9NR46,Q9NR46,,SH3GLB2,,17059.4
Q9NR50,Q9NR50,,EIF2B3,,7725.6
Q9NR56,Q9NR56,,MBNL1,,21887.8
Q9NRA0,Q9NRA0,,SPHK2,,
Q9NRA2,Q9NRA2,,SLC17A5,,4192.09
Q9NRA8,Q9NRA8,,EIF4ENIF1,,1367.25
Q9NRC1,Q9NRC1,,ST7,,1716.36
Q9NRD1,Q9NRD1,,FBXO6,,766.497
Q9NRD5,Q9NRD5,,PICK1,,4918.19
Q9NRF2,Q9NRF2,,SH2B1,,1846.75
Q9NRF8,Q9NRF8,,CTPS2,,7562.65
Q9NRG0,Q9NRG0,,CHRAC1,,1757.31
Q9NRG1,Q9NRG1,,PRTFDC1,,3176.89
Q9NRG7,Q9NRG7,,SDR39U1,,16736.7
Q9NRG9,Q9NRG9,,AAAS,,7569.76
Q9NRH2,Q9NRH2,,SNRK,,
Q9NRJ7,Q9NRJ7,,PCDHB16,,1349.68
Q9NRK6,Q9NRK6,,ABCB10,,5379.47
Q9NRL2,Q9NRL2,,BAZ1A,,
Q9NRL3,Q9NRL3,,STRN4,,4790.48
Q9NRN7,Q9NRN7,,AASDHPPT,,10163.5
Q9NRP0,Q9NRP0,,OSTC,,5546.35
Q9NRQ2,Q9NRQ2,,PLSCR4,,1200.42
Q9NRR3,Q9NRR3,,CDC42SE2,,987.791
Q9NRR5,Q9NRR5,,UBQLN4,,1485.85
Q9NRS6,Q9NRS6,,SNX15,,6826.11
Q9NRV9,Q9NRV9,,HEBP1,,23969.9
Q9NRW1,Q9NRW1,,RAB6B,,10101.8
Q9NRW4,Q9NRW4,,DUSP22,,1014.82
Q9NRW7,Q9NRW7,,VPS45,,10878.1
Q9NRX1,Q9NRX1,,PNO1,,707.906
Q9NRX2,Q9NRX2,,MRPL17,,12049.4
Q9NRX3,Q9NRX3,,NDUFA4L2,,403.184
Q9NRX4,Q9NRX4,,PHPT1,,19844.7
Q9NRX5,Q9NRX5,,SERINC1,,6779.77
Q9NRY2,Q9NRY2,,INIP,,977.588
Q9NRY4,Q9NRY4,,ARHGAP35,,3414.88
Q9NRY5,Q9NRY5,,FAM114A2,,10851.8
Q9NRY6,Q9NRY6,,PLSCR3,,
Q9NRZ7,Q9NRZ7,,AGPAT3,,1608.26
Q9NS00,Q9NS00,,C1GALT1,,3821.02
Q9NS15,Q9NS15,,LTBP3,,2612.46
Q9NS69,Q9NS69,,TOMM22,,9033.69
Q9NS86,Q9NS86,,LANCL2,,6279.35
Q9NS93,Q9NS93,,TM7SF3,,2250.53
Q9NSB8,Q9NSB8,,HOMER2,,3382.99
Q9NSC5,Q9NSC5,,HOMER3,,
Q9NSD9,Q9NSD9,,FARSB,,42441
Q9NSE4,Q9NSE4,,IARS2,,27353.2
Q9NSK0,Q9NSK0,,KLC4,,12120.9
Q9NSK7,Q9NSK7,,C19orf12,,
Q9NSY0,Q9NSY0,,NRBP2,,
Q9NSY1,Q9NSY1,,BMP2K,,1686.95
Q9NSY2,Q9NSY2,,STARD5,,
Q9NT62,Q9NT62,,ATG3,,7915.55
Q9NTG7,Q9NTG7,,SIRT3,,5580.75
Q9NTI5,Q9NTI5,,PDS5B,,17501
Q9NTJ3,Q9NTJ3,,SMC4,,
Q9NTJ4,Q9NTJ4,,MAN2C1,,4341.52
Q9NTJ5,Q9NTJ5,,SACM1L,,22610.7
Q9NTK5,Q9NTK5,,OLA1,,46284.9
Q9NTM9,Q9NTM9,,CUTC,,12093.6
Q9NTX5,Q9NTX5,,ECHDC1,,10361
Q9NTZ6,Q9NTZ6,,RBM12,,23354.6
Q9NU19,Q9NU19,,TBC1D22B,,1167.39
Q9NU22,Q9NU22,,MDN1,,2232.6
Q9NU23,Q9NU23,,LYRM2,,5921.95
Q9NUB1,Q9NUB1,,ACSS1,,9148.43
Q9NUD5,Q9NUD5,,ZCCHC3,,2072.79
Q9NUG6,Q9NUG6,,PDRG1,,3087.71
Q9NUI1,Q9NUI1,,DECR2,,4625.33
Q9NUJ1,Q9NUJ1,,ABHD10,,14991.7
Q9NUJ3,Q9NUJ3,,TCP11L1,,1567.53
Q9NUL3,Q9NUL3,,STAU2,,8355.81
Q9NUL5,Q9NUL5,,SHFL,,
Q9NUL7,Q9NUL7,,DDX28,,1747.52
Q9NUM4,Q9NUM4,,TMEM106B,,4095.57
Q9NUN5,Q9NUN5,,LMBRD1,,7341.72
Q9NUP1,Q9NUP1,,BLOC1S4,,3520.07
Q9NUP9,Q9NUP9,,LIN7C,,38801
Q9NUQ2,Q9NUQ2,,AGPAT5,,15238.6
Q9NUQ3,Q9NUQ3,,TXLNG,,5174.57
Q9NUQ6,Q9NUQ6,,SPATS2L,,2558.93
Q9NUQ7,Q9NUQ7,,UFSP2,,7403.42
Q9NUQ8,Q9NUQ8,,ABCF3,,11379.1
Q9NUQ9,Q9NUQ9,,CYRIB,,15987.6
Q9NUT2,Q9NUT2,,ABCB8,,3926.51
Q9NUU6,Q9NUU6,,OTULINL,,11206.3
Q9NUU7,Q9NUU7,,DDX19A,,18226
Q9NUV9,Q9NUV9,,GIMAP4,,3132.99
Q9NUY8,Q9NUY8,,TBC1D23,,9557.25
Q9NV06,Q9NV06,,DCAF13,,2250.52
Q9NV31,Q9NV31,,IMP3,,3076.58
Q9NV35,Q9NV35,,NUDT15,,
Q9NV56,Q9NV56,,MRGBP,,422.628
Q9NV66,Q9NV66,,TYW1,,
Q9NV70,Q9NV70,,EXOC1,,8739.55
Q9NV79,Q9NV79,,PCMTD2,,727.024
Q9NV88,Q9NV88,,INTS9,,5051.31
Q9NV96,Q9NV96,,TMEM30A,,43169.6
Q9NVA1,Q9NVA1,,UQCC1,,2196.91
Q9NVA2,Q9NVA2,,SEPTIN11,,41454.3
Q9NVA4,Q9NVA4,,TMEM184C,,2226.23
Q9NVC6,Q9NVC6,,MED17,,
Q9NVD7,Q9NVD7,,PARVA,,12181.9
Q9NVE5,Q9NVE5,,USP40,,792.735
Q9NVE7,Q9NVE7,,PANK4,,8568.39
Q9NVF7,Q9NVF7,,FBXO28,,1969.03
Q9NVG8,Q9NVG8,,TBC1D13,,3143.31
Q9NVH0,Q9NVH0,,EXD2,,3872.66
Q9NVH1,Q9NVH1,,DNAJC11,,14093.5
Q9NVH2,Q9NVH2,,INTS7,,2357.89
